ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
0bvPjMQ_WbE,30,40,"/m/04rlf,/m/0l156b","['low quality', 'live performance', 'loud steel pans melody', 'playback instrumental', 'shimmering hi hats', 'open hats', '4 on the floor kick', 'energetic', 'crowd talking', 'exotic']","The low quality recording features a live performance of loud steel pans melody over playback instrumental that consists of shimmering hi hats, open hats and ""4 on the floor"" kick pattern. There are some crowd talking noises in the background. It sounds exotic and energetic.",4,False,True
0c1YU_VtFRE,180,190,"/m/04rlf,/m/07hvw1,/t/dd00129","['acoustic piano', 'background-noises', 'wind', 'amateur recording', 'upbeat']",This recording is full of environmental sounds like wind and other sounds. Then at the end a beep tone comes and an acoustic piano is playing an arpeggio melody with reverb on it. This is an amateur recording. This song may be used as an outro or intro in an amateur video.,6,False,True
0dPx94RPy2M,30,40,"/m/04rlf,/m/08j51y","['advertisement', 'jingle', 'drill sounds', 'rock music', 'instrumental', 'electric guitar', 'keyboard', 'acoustic sounding drums', 'generic', 'simple tune']",This is a jingle piece played in the background of an advertisement video. There are sounds coming from a drill. The piece in the background is an instrumental rock music piece. There is a keyboard and an electric guitar playing the melody while an acoustic sounding drum beat provides the rhythm. The sounds are bland and generic. The piece could be of some use as an advertisement jingle or it could be playing in the background of an instructive/tutorial video.,9,False,True
0ewQiU3q5jM,30,40,"/m/03r5q_,/m/04rlf","['dark melody', 'music box', 'white noise', 'creepy atmosphere']",This file contains audio playing a high pitched melody on a music box. The melody sounds a little freighting and is full of reverb. From the recording you can hear a little bit of white noise. This song may be playing in a horror movie scene.,6,False,True
0ewWspUqB6Y,430,440,"/m/085jw,/m/0mkg","['romanian folk music', 'live performance', 'instrumental', 'cimbalom', 'contrabass', 'violin', 'accordion', 'vibrant', 'playful', 'cheerful']","This is a Romanian folk music piece. It is a live performance. In the background, there is a contrabass and a cimbalom playing. The main melody is being played by the violin and the accordion. The atmosphere is vibrant and cheerful. This piece could be used in the soundtrack of a comedy movie that takes place in eastern Europe or the Balkans, especially during an escape scene.",9,False,False
0hw_BB4QN34,220,230,"/m/01sm1g,/m/026t6,/m/0l14md","['amateur recording', 'percussion', 'medium tempo']",This audio contains someone playing a snare like instrument with a flat sounding kick. The snare hits are complex and fast. There is some reverb involved in the recording. This is an amateur recording. This may be playing in a traditional entry for a song.,6,False,False
0nNmbkU8GBI,100,110,"/m/02v2lh,/m/04rlf,/m/0790c","['ambient music', 'granular synth', 'medium-to-high pitch', 'transcendental', 'hypnotic', 'meditation music']",This is an ambient music piece. There is a granular synth playing at a medium-to-high pitch. The piece has a hypnotic atmosphere. It could be used in the background of meditation videos.,9,False,False
0nk7utNkHOY,190,200,"/m/01xqw,/m/02fsn,/m/07y_7,/m/0l14_3","['instrumental', 'slow tempo', 'orchestra', 'violin symphony', 'pensive', 'melancholy', 'nostalgic', 'soft', 'cello', 'viola', 'violins', 'string instruments', 'bow stringed instruments', 'melodic', 'euphonious', 'fiddle', 'deep sound', 'rich', 'vibrant', 'low pitch', 'western classical', 'classical music', 'engaging', 'captivating', 'enthralling']","This music is a western classical instrumental. The tempo is slow with a cello solo. The music is soft, rich, deep, mellow, euphonious, pensive, melancholic, emotional and sentimental.",7,False,False
0pewITE1550,30,40,"/m/04rlf,/m/07s8j8t","['poor audio quality', 'medium tempo', 'instrumental music', 'groovy rhythm', 'various percussion instruments', 'steady drum rhythm', 'various percussion hits', 'snares', 'drums', 'drum sticks', 'dance rhythm', 'samba', 'cheerleaders', 'college band', 'marching band', 'enthusiastic', 'passionate', 'energetic', 'high on adrenaline']",The song is an instrumental. The song is medium tempo with various marching band drums playing in sync. The song is highly energetic and spirited. The song is bad in audio quality. The song is a college marching band playing enthusiastically.,1,False,True
0qtbbK5HVMw,330,340,"/m/04rlf,/m/04szw,/m/07prgkl,/m/07y_7,/m/0l14_3","['water splashing sound', 'violin solo', 'instrumental music', 'great composers', 'conductor', 'studio', 'fast tempo', 'string quartet', 'string section', 'fast tempo', 'bad audio quality', 'documentary soundtrack', 'documentary video', 'melancholic', 'passionate', 'spirited', 'vibrato', 'high pitched notes', 'violin technique', 'western classical music']","The song is instrumental. The tempo is fast with violins playing in harmony showing exemplary technique. The song is emotional, spirited and passionate. The song is a western classical music hit. The audio quality is poor.",1,False,False
0s0Uy0-zBa0,30,40,"/m/04rlf,/m/08p9q4","['instrumental', 'static', 'intense', 'electronic sounds', 'whooshing', 'incessant beeping', 'white noise', 'video game sounds', 'abstract', 'rhythmic beeps', 'shooting', 'explosions']","This music is instrumental. There is no harmony, just an incessant dissonant beep, loud explosive sound and static in the background. The sounds are of those in a video game.",7,False,True
0soVCtJgDTk,5,15,"/m/04rlf,/m/07bjf","['low quality', 'advertisement', 'camera shuttering sound effects', 'high pitched down sweeps', 'arpeggiated strings melody', 'epic', 'orchestra percussions', 'synth sound effects', 'exciting']","The low quality recording features an advertisement that consists of camera shuttering effects and high pitched down sweeps, followed by arpeggiated strings melody, orchestra percussions and synth sound effects playing in the background. It sounds exciting and epic.",4,False,True
0u4gY1bBUwQ,250,260,"/m/01kcd,/m/06ncr","['instrumental', 'fast tempo', 'tenor sax', 'energetic drumming', 'wind of provence', 'classical music', 'western classical', 'lively', 'cheerful', 'happy', 'celebratory', 'youthful', 'emphatic solos', 'piano accompaniment', 'march like drum beat', 'wind band repertoire', 'lively', 'energetic', 'enthusiastic']","This music is a lively instrumental. The tempo is fast with a drum beat introduction, saxophone solo, piano solo, followed with lively harmony of the tenor sax and march like drumming. This piece is the song introduction. It is a lively, cheerful, happy, celebratory and youthful Western Classical.",7,False,False
0u5-WiBKam8,50,60,"/m/085jw,/m/0l14j_","['reverberant breathy flute melody', 'inhale sound', 'low quality', 'intimate', 'mystical', 'passionate', 'emotional']","The low quality recording features a reverberant breathy flute melody with an inhale sound in-between. It sounds mystical, passionate and emotional.",4,False,False
0wzsE67O5tE,230,240,"/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y","['acoustic guitar lead', 'instrumental music', 'entertaining', 'cool solo', 'relaxing playlist', 'electric guitar harmony', 'poor audio quality', 'virtuoso playing', 'medium tempo', 'groovy bass line', 'guitar rhythm', 'exciting', 'energetic', 'rock music influences', 'soloist', 'medium tempo home music video', 'retro rock covers']","The song is an instrumental. The tempo is medium with an acoustic guitar playing lead, electric guitar accompaniment and a groovy bass line and no percussion instruments. The song is spirited and energetic. The audio quality is quite poor and the song has rock music influences.",1,False,True
13n6n6nKMhI,130,140,/m/07kc_,"['low quality', 'noisy', 'mono', 'echoing sleepdrone sound effects', 'weird', 'cool']",The low quality recording features echoing sleep drone sound effects. It sounds weird and cool at the same time. The recording is noisy and in mono.,4,False,False
15Mw2jyyHk0,30,40,"/m/018vs,/m/0326g,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r","['instrumental', 'spanish guitar', 'energetic', 'vigorous', 'spirited', 'rhythmic guitar', 'extremely rapid guitar rhythm', 'dexterity', 'acoustic guitar accompaniment', 'muffled audio', 'inferior quality audio']","This song is an instrumental. The tempo is fast and vigorous, with the musician playing a very rapid harmony on the Spanish guitar with an acoustic guitar accompaniment; the song is energetic, vibrant, enthusiastic, and shows a lot of dexterity with the instrument. This song is an instrumental Pop rock song.",7,False,True
15z-gbPxdXg,30,40,"/m/018vs,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y","['low quality', 'finger style acoustic guitar melody', 'metronome', 'mono', 'noisy', 'soulful', 'passionate']","The low quality recording features a finger style acoustic guitar melody. The recording is in mono, noisy and it sounds soulful and passionate.",4,False,False
17AtKbQ7glU,590,600,"/m/04fq5q,/m/04rlf,/t/dd00128","['poor audio quality', 'movie soundtrack', 'haunting', 'eerie', 'string section harmony', 'flutes playing', 'crouching bass line', 'horn section', 'conductor', 'instrumental', 'suspense', 'emotional', 'building anticipation', 'no percussion instruments', 'retro movie soundtrack', 'spooky movie', 'dramatic', 'philharmonic orchestra']","The song is an instrumental soundtrack. The tempo is medium with a string section harmony, horn section, flutes playing , violins playing and lower harmony played judiciously. The song is haunting and full of suspense. The song is a vintage suspense movie soundtrack.",1,False,True
1Ccis4FDGwY,20,30,"/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y","['low quality', 'noisy', 'electric guitar melody', 'mellow', 'soft', 'passionate']","The low quality recording features an electric guitar melody playing in the left channel only in the first half of the loop. At the very end of the loop, the second electric guitar melody appears in the right channel of the stereo image, which makes the stereo image more balanced. It sounds mellow, soft and passionate. The recording is a bit noisy.",4,False,False
1DNoynuGLV4,30,40,"/m/024dl,/m/04rlf","['discofunk/pop', 'beeping noises', 'drums', 'bongos', 'piano', 'e-bass', 'synthesizer pad', 'upbeat']",This song starts with a glitter sound and the drums hitting a soft crash. Followed by piano chords and a higher pitched melody accompanied by a stringlike synthesizer sound repeating a simple melody. The drums sound repetitive and programmed accompanied by some bongos  and a bass giving the song a funky groove. There is a beeping sound that sounds like it's not part of the song. This song may be playing while stuck on the telephone-line.,6,False,True
1FU5odlgLmo,30,40,"/m/04rlf,/m/04rzd,/m/07r_k2n,/m/0gg8l","['instrumental', 'upbeat ukelele', 'contemplative', 'medium tempo', 'syncopated rhythm', 'deliberate', 'meditative', 'solemn', 'dreamy', 'reflective', 'melancholic cello', 'percussion', 'minimalist', 'pensive', 'emotional']","This music is a pensive instrumental.The tempo is medium with a melancholic cello, rhythmic ukulele and a percussion instrument. The song is pensive, contemplative, meditative, melancholic ,solemn and dreamy.",7,False,True
1FnA3w94zXI,30,40,"/m/01glhc,/m/02sgy,/m/04rlf","['low quality amateur recording', 'guitar solo', 'string bending', 'distortion guitar', 'speed picking', 'no other instruments']",This low quality amateur recording features a guitar solo being played on a distortion guitar. The solo is played up the neck on the higher register. The guitarist plays with very fast picking techniques. This song starts off with string bending which is followed by fast picking on descending licks.,0,False,True
1FnT0RrfMEA,30,40,"/m/04rlf,/t/dd00033","['instrumental', 'slow tempo', 'ethereal', 'exquisite', 'middle eastern influences', 'euphonious', 'poignant', 'reflective', 'violin harmony', 'piano accompaniment', 'steady bassline', 'beautiful', 'serene', 'mellifluous', 'dulcet', 'serene', 'melancholic', 'romantic', 'wistful', 'love song', 'captivating']","This music is a mellow, dulcet instrumental. The tempo is slow with a beautiful violin harmony, piano accompaniment and steady bassline with synthesiser arrangements. The music is serene, calming,soothing, sentimental,emotional, wistful,poignant,melancholic and euphonious. This song is an exquisite middle eastern instrumental.",7,False,False
